id	ALPHA_J2000	DELTA_J2000	FLUX_RADIUS	CLASS_STAR	fitclass	Z_B	Z_B_MIN	Z_B_MAX	T_B	star_flag	MAG_u	MAG_g	MAG_r	MAG_i	MAG_y	MAG_z
W1m0m0_30427	34.58940635	-7.324185664	3.92644	0.0288844	0	0.54	0.338	0.742	1.091	0	24.483	22.6416	21.0963	20.1424	-99.0	19.7173
W1m0m0_30482	34.60145367	-7.322260382	2.69627	0.17026	0	0.62	0.407	0.833	1.091	0	26.4382	24.4443	23.0242	21.9155	-99.0	21.4201
W1m0m0_30675	34.50566716	-7.321558559	3.2629	0.0733008	0	0.61	0.399	0.821	1.0	0	99.0	25.0044	23.3085	22.2776	-99.0	21.7372
W1m0m0_30683	34.87610895	-7.321230799	3.27333	0.0244414	0	0.79	0.555	1.025	1.091	0	27.033	25.28	23.645	22.355	-99.0	21.5745
W1m0m0_30910	34.19843744	-7.320262265	3.80852	0.0298876	0	0.72	0.494	0.946	1.182	0	25.2364	23.8006	22.4114	21.1399	-99.0	20.5883
W1m0m0_30937	34.12295323	-7.319574666	3.29056	0.0610529	0	0.62	0.407	0.833	1.273	0	25.9084	24.4241	23.138	22.0305	-99.0	21.6972
W1m0m0_31075	34.84479683	-7.319759505	4.10464	0.0283903	0	0.45	0.26	0.64	1.364	0	24.4763	23.0328	21.7744	21.1648	-99.0	20.7755
W1m0m0_31289	34.06476621	-7.317786008	3.06681	0.035875	0	0.51	0.312	0.708	1.0	0	25.6444	23.3033	21.7453	20.6787	-99.0	20.2708
W1m0m0_31574	34.12935132	-7.315697796	3.12318	0.0250113	0	0.84	0.598	1.082	1.364	0	25.5221	24.9666	23.4577	22.3149	-99.0	21.8544
W1m0m0_31746	34.52123484	-7.314535544	2.56169	0.247587	0	0.23	0.068	0.41	1.273	0	24.6656	23.2078	22.2419	21.772	-99.0	21.5022
W1m0m0_32772	34.76003761	-7.308982116	2.55701	0.775175	0	0.49	0.294	0.686	1.091	0	25.6549	23.5588	22.1674	21.3811	-99.0	20.9761
W1m0m0_32791	34.70129397	-7.30970417	3.28447	0.0561515	0	0.7	0.477	0.923	1.182	0	25.1138	23.5953	22.1962	20.9442	-99.0	20.4155
W1m0m0_32847	34.50258229	-7.308221855	3.14438	0.0623459	0	0.77	0.538	1.002	1.455	0	25.2436	24.3397	23.2422	22.1134	-99.0	21.625
W1m0m0_32890	34.59023259	-7.307818295	2.75336	0.0677978	0	0.72	0.494	0.946	1.0	0	99.0	25.0692	23.3333	22.002	-99.0	21.4544
W1m0m0_33239	34.8800061	-7.306867028	3.34128	0.0316228	0	0.33	0.155	0.505	1.0	0	23.6192	21.7812	20.389	19.7876	-99.0	19.4898
W1m0m0_33365	34.90474332	-7.305072838	3.00534	0.0335009	0	0.71	0.485	0.935	1.364	0	25.5746	24.4631	23.1484	22.0872	-99.0	21.5465
W1m0m0_33643	34.80568886	-7.303725708	2.95736	0.076302	0	0.61	0.399	0.821	1.091	0	26.5441	24.4011	22.9637	21.7742	-99.0	21.4206
W1m0m0_33662	34.08461384	-7.3031461	2.4403	0.814231	0	0.48	0.286	0.674	1.273	0	24.9763	23.6105	22.1439	21.4346	-99.0	21.1568
W1m0m0_33690	34.94099814	-7.302954027	2.57042	0.0366122	0	0.3	0.129	0.471	1.182	0	25.6244	24.0273	22.8539	22.3396	-99.0	22.0695
W1m0m0_33900	34.30946802	-7.302547816	2.97568	0.0411016	0	0.63	0.416	0.844	1.182	0	25.515	23.9164	22.7098	21.5675	-99.0	21.1558
W1m0m0_33936	34.24689219	-7.303312191	4.46659	0.0285704	0	0.46	0.268	0.652	1.364	0	23.9038	22.5479	21.2631	20.6484	-99.0	20.2619
W1m0m0_34117	34.40583195	-7.300749012	2.70012	0.542925	0	0.62	0.407	0.833	1.0	0	99.0	25.1861	23.5895	22.4077	-99.0	22.0077
W1m0m0_34170	34.16737795	-7.300724921	3.58357	0.0171134	0	0.71	0.485	0.935	1.364	0	25.8453	24.7	23.5379	22.4605	-99.0	21.9748
W1m0m0_34188	34.5036754	-7.300607571	3.38001	0.0336444	0	0.49	0.294	0.686	1.091	0	25.6194	23.683	22.3913	21.4763	-99.0	21.1751
W1m0m0_34347	34.19804678	-7.299488032	3.27483	0.0706197	0	0.74	0.512	0.968	1.364	0	25.3358	24.4065	23.0624	21.9983	-99.0	21.5214
W1m0m0_34782	34.23696251	-7.296431271	3.14141	0.124348	0	0.8	0.564	1.036	1.0	0	27.3225	25.2805	23.3812	22.1163	-99.0	21.2987
W1m0m0_34868	34.12238223	-7.295643588	3.11065	0.0276872	0	0.59	0.381	0.799	1.455	0	25.6713	24.6449	23.1347	22.4496	-99.0	21.946
W1m0m0_34965	34.62605501	-7.296152394	3.37892	0.0363531	0	0.69	0.468	0.912	1.091	0	25.7673	23.9282	22.2674	21.0617	-99.0	20.571
W1m0m0_34976	34.62194577	-7.295774384	3.86469	0.0173083	0	0.55	0.346	0.754	1.364	0	25.6644	24.4503	23.0719	22.3014	-99.0	21.906
W1m0m0_35129	34.41123958	-7.293987728	2.50705	0.800934	0	0.75	0.52	0.98	1.091	0	26.4567	24.892	23.4674	22.2974	-99.0	21.5279
W1m0m0_35157	34.62323007	-7.294969944	3.38211	0.0401395	0	0.69	0.468	0.912	1.0	0	99.0	24.5896	22.7491	21.5121	-99.0	21.0888
W1m0m0_35466	34.7768688	-7.291710126	3.77438	0.0227926	0	0.71	0.485	0.935	1.182	0	26.4085	24.7876	23.5083	22.2932	-99.0	21.6669
W1m0m0_35806	34.44036532	-7.28966487	3.08395	0.0532997	0	0.7	0.477	0.923	1.0	0	27.4406	25.2967	23.7129	22.2329	-99.0	21.8554
W1m0m0_36077	34.69689953	-7.288169796	2.61758	0.0901786	0	0.76	0.529	0.991	1.091	0	26.2557	24.6446	22.9975	21.7679	-99.0	21.1447
W1m0m0_36311	34.39013805	-7.287283265	2.98191	0.0369759	0	0.53	0.329	0.731	1.273	0	25.351	23.8801	22.3919	21.5848	-99.0	21.2238
W1m0m0_36322	34.80150233	-7.286798236	3.01075	0.0296576	0	0.71	0.485	0.935	1.455	0	25.4086	24.22	23.1851	22.0908	-99.0	21.6379
W1m0m0_36358	34.83951265	-7.287011632	5.36466	0.00694352	0	0.32	0.147	0.493	1.364	0	25.0326	23.6314	22.4678	22.067	-99.0	21.6363
W1m0m0_36695	34.73344082	-7.284857429	2.81868	0.12336	0	0.7	0.477	0.923	1.0	0	99.0	24.3946	22.7937	21.4239	-99.0	20.882
W1m0m0_36969	34.36649509	-7.283199813	3.37489	0.0292948	0	0.92	0.668	1.2	1.364	0	24.8483	24.381	23.0778	21.8183	-99.0	21.3013
W1m0m0_37110	34.29731849	-7.282327079	4.39867	0.0107561	0	0.83	0.59	1.07	1.0	0	99.0	25.6517	23.8192	22.4726	-99.0	21.5412
W1m0m0_37115	34.30503571	-7.283391862	4.69323	0.025454	0	0.85	0.607	1.093	1.091	0	25.7302	24.3214	22.8364	21.6475	-99.0	20.7205
W1m0m0_37193	34.79902742	-7.283347015	3.51986	0.0306709	0	0.35	0.173	0.527	1.364	0	23.3026	21.9466	20.773	20.1974	-99.0	19.8976
W1m0m0_37702	34.26108486	-7.279064993	5.15599	0.0376555	0	0.77	0.538	1.002	1.182	0	25.3043	24.1565	22.8165	21.564	-99.0	20.9827
W1m0m0_37772	34.25160987	-7.279326478	3.39582	0.0305946	0	0.57	0.364	0.776	1.273	0	24.5057	23.0656	21.6519	20.739	-99.0	20.3582
W1m0m0_37808	34.69970141	-7.278090452	4.12924	0.0128479	0	0.71	0.485	0.935	1.364	0	25.7211	24.4132	23.3653	22.1783	-99.0	21.7204
W1m0m0_37861	34.21750982	-7.277399594	3.05996	0.0261616	0	0.7	0.477	0.923	1.455	0	25.5934	24.259	23.3976	22.3179	-99.0	21.8994
W1m0m0_37882	34.58146334	-7.277291989	3.44836	0.0456781	0	0.98	0.72	1.24	1.273	0	25.2133	24.8057	23.3339	22.0264	-99.0	21.3523
W1m0m0_37901	34.93157045	-7.277303492	3.3196	0.0290824	0	0.36	0.181	0.539	1.0	0	25.1411	23.0968	21.7228	21.0743	-99.0	20.7631
W1m0m0_37977	34.16152298	-7.276866074	2.69979	0.245942	0	0.66	0.442	0.878	1.091	0	25.5386	23.728	22.2665	21.1106	-99.0	20.6206
W1m0m0_37996	34.57902039	-7.276502737	3.49024	0.0506586	0	1.39	0.88	1.704	1.273	0	25.1018	24.3917	23.6649	22.305	-99.0	21.5539
W1m0m0_38023	34.93459706	-7.276700863	2.6633	0.0595974	0	0.49	0.294	0.686	1.182	0	25.3685	23.7255	22.2839	21.5397	-99.0	21.1415
W1m0m0_38035	34.70102806	-7.276295052	3.1267	0.0453818	0	0.66	0.442	0.878	1.273	0	25.9695	24.6689	23.4033	22.403	-99.0	21.8681
W1m0m0_38039	34.69159997	-7.27709664	4.11752	0.0218799	0	0.53	0.329	0.731	1.0	0	99.0	24.3985	23.1673	22.0487	-99.0	21.7428
W1m0m0_38185	34.7998773	-7.275217309	3.27634	0.0317824	0	0.97	0.711	1.31	1.364	0	24.8507	24.1756	23.0909	21.9743	-99.0	21.0966
W1m0m0_38269	34.86336148	-7.274963189	3.06423	0.0289585	0	0.25	0.086	0.44	1.091	0	25.2317	23.6781	22.576	22.0802	-99.0	21.796
W1m0m0_38298	34.85306969	-7.274432786	2.66274	0.0582398	0	0.35	0.173	0.527	1.091	0	25.6381	23.9361	22.5537	21.9761	-99.0	21.7276
W1m0m0_38453	34.21865801	-7.273426784	2.87469	0.0632136	0	0.6	0.39	0.81	1.0	0	99.0	24.1333	22.6317	21.4154	-99.0	21.0332
W1m0m0_38487	34.77699289	-7.273576686	4.55302	0.00836913	0	0.58	0.373	0.787	1.364	0	25.9965	24.194	23.4182	22.4556	-99.0	21.9363
W1m0m0_38678	34.67801525	-7.27351201	2.79389	0.401781	0	0.49	0.294	0.686	1.091	0	24.1035	22.1863	-99.0	19.8097	-99.0	19.4997
W1m0m0_38812	34.1008911	-7.272475716	4.66268	0.0215801	0	0.8	0.564	1.036	1.364	0	25.2091	24.4894	22.9589	21.893	-99.0	21.4428
W1m0m0_38841	34.3304489	-7.271153013	3.09085	0.0694238	0	0.53	0.329	0.731	1.182	0	25.9328	24.4269	22.8475	22.1029	-99.0	21.6121
W1m0m0_38886	34.19644235	-7.270863277	3.12127	0.0293542	0	0.9	0.651	1.39	1.455	0	25.0532	24.1358	23.2573	22.2324	-99.0	21.3062
W1m0m0_39146	34.25670856	-7.269810471	3.97029	0.0280756	0	0.57	0.364	0.776	1.091	0	26.0815	24.1793	22.687	21.6849	-99.0	21.2582
W1m0m0_39250	34.14387821	-7.269259921	3.80436	0.0267731	0	0.52	0.32	0.72	1.273	0	25.3902	24.07	22.6079	21.889	-99.0	21.5138
W1m0m0_39423	34.04657775	-7.268322053	4.50128	0.0157282	0	0.51	0.312	0.708	1.091	0	26.281	24.4778	22.9791	22.0933	-99.0	21.803
W1m0m0_39544	34.48536858	-7.267018939	2.50242	0.176559	0	0.62	0.407	0.833	1.091	0	25.889	24.131	22.7662	21.5771	-99.0	21.2115
W1m0m0_39606	34.0462114	-7.266797565	2.88209	0.0517881	0	0.66	0.442	0.878	1.0	0	26.4741	24.2734	22.7281	21.4575	-99.0	20.9799
W1m0m0_39664	34.48287962	-7.266262932	2.49572	0.487319	0	0.68	0.459	0.901	1.182	0	25.8369	24.4273	22.911	21.7505	-99.0	21.3558
W1m0m0_39769	34.34371936	-7.265991716	3.18318	0.0394382	0	0.64	0.425	0.855	1.455	0	24.4126	23.3412	22.0143	21.0529	-99.0	20.6894
W1m0m0_39819	34.10483099	-7.265304386	3.71108	0.0282311	0	0.23	0.068	0.392	1.455	0	24.1182	22.7584	21.8877	21.463	-99.0	21.1961
W1m0m0_39858	34.63878444	-7.265604379	3.12594	0.029608	0	0.53	0.329	0.731	1.455	0	24.6077	23.333	22.1678	21.3923	-99.0	21.042
W1m0m0_39972	34.56987912	-7.264061056	2.3993	0.355148	0	0.63	0.416	0.844	1.0	0	99.0	25.1599	23.6348	22.4312	-99.0	21.9735
W1m0m0_40048	34.85722608	-7.263661566	2.82476	0.0431063	0	0.32	0.147	0.493	1.0	0	25.6583	23.8101	22.4772	21.9415	-99.0	21.6653
W1m0m0_40069	34.34447227	-7.264319917	3.89939	0.0252884	0	0.51	0.3	0.708	1.364	0	25.3161	23.7751	22.774	21.8981	-99.0	21.6347
W1m0m0_40100	34.86693641	-7.26320228	2.94293	0.0292156	0	0.35	0.173	0.53	1.273	0	25.5059	24.0857	22.9105	22.3577	-99.0	22.0342
W1m0m0_40138	34.63937807	-7.263129818	3.13858	0.0301771	0	0.91	0.659	1.28	1.364	0	25.4823	24.7478	23.5636	22.448	-99.0	21.6523
W1m0m0_40202	34.63086625	-7.262592781	2.50613	0.347672	0	1.14	0.859	1.421	1.091	0	25.6305	25.6366	23.6083	22.3908	-99.0	21.6383
W1m0m0_40242	34.25172476	-7.26234015	2.44192	0.303228	0	0.55	0.346	0.754	1.0	0	99.0	24.8449	23.2977	22.3379	-99.0	21.8125
W1m0m0_40248	34.69088959	-7.262454856	2.91833	0.0323562	0	0.53	0.329	0.731	1.091	0	26.7231	24.6694	23.2696	22.3855	-99.0	21.8587
W1m0m0_40252	34.85793453	-7.262688366	2.95883	0.0344297	0	0.34	0.164	0.516	1.091	0	24.7639	23.1329	21.8059	21.2711	-99.0	20.939
W1m0m0_40497	34.45628679	-7.261352861	2.83067	0.0732722	0	0.39	0.207	0.573	1.091	0	25.2301	23.4035	22.0417	21.3527	-99.0	21.0711
W1m0m0_40506	34.12110163	-7.261425301	3.22251	0.029978	0	0.22	0.06	0.41	1.091	0	23.3882	21.8715	20.8996	20.3685	-99.0	20.0651
W1m0m0_40521	34.89952622	-7.261292056	3.52936	0.0331444	0	0.63	0.416	0.844	1.182	0	25.236	23.7101	22.1323	21.1154	-99.0	20.6836
W1m0m0_40565	34.38306067	-7.261356594	3.81097	0.0300033	0	0.59	0.381	0.799	1.364	0	24.8383	23.5967	22.2005	21.3259	-99.0	20.9018
W1m0m0_40569	34.13336382	-7.260975211	3.00578	0.0396005	0	0.47	0.277	0.663	1.091	0	24.8395	22.8922	21.3603	20.6413	-99.0	20.2991
W1m0m0_40617	34.65963244	-7.26020346	2.72194	0.0943949	0	0.49	0.294	4.1	1.0	0	99.0	23.7563	22.2441	21.5371	-99.0	21.2208
W1m0m0_40663	34.61350564	-7.26046681	3.01024	0.034163	0	0.57	0.364	0.776	1.091	0	25.723	23.658	22.1777	21.2035	-99.0	20.7215
W1m0m0_40734	34.34321287	-7.261156742	4.42586	0.0286487	0	0.48	0.286	0.674	1.273	0	23.7988	22.4043	21.0667	20.3684	-99.0	19.9899
W1m0m0_40735	34.12941811	-7.260718854	3.59666	0.0302689	0	0.34	0.164	0.516	1.273	0	23.5692	22.1396	20.8557	20.3232	-99.0	20.0762
W1m0m0_40785	34.30888326	-7.259169354	2.80838	0.100387	0	0.44	0.251	0.629	1.0	0	25.8813	23.5667	22.1037	21.3169	-99.0	20.9774
W1m0m0_40826	34.86653161	-7.258326027	2.6631	0.0978009	0	0.36	0.181	0.539	1.0	0	26.4015	24.0624	22.7968	22.2454	-99.0	21.9297
W1m0m0_40958	34.33825423	-7.259320454	3.4267	0.0335721	0	0.63	0.416	0.844	1.273	0	24.5734	23.2341	21.7613	20.7191	-99.0	20.3758
W1m0m0_40977	34.19760374	-7.257296578	3.17644	0.0283794	0	0.31	0.138	0.482	1.273	0	24.7697	23.3061	22.1858	21.6259	-99.0	21.3916
W1m0m0_40981	34.92722021	-7.257140508	2.74931	0.103959	0	0.44	0.251	4.04	1.091	0	99.0	24.5329	23.2519	22.4702	-99.0	22.2914
W1m0m0_40995	34.74403461	-7.257296209	2.63182	0.048925	0	0.57	0.364	0.776	1.455	0	25.5795	24.2281	23.1916	22.3337	-99.0	21.9572
W1m0m0_41018	34.68915029	-7.257138067	2.79497	0.0851721	0	0.64	0.425	0.855	1.364	0	25.4563	24.1865	23.0199	21.9636	-99.0	21.6505
W1m0m0_41124	34.16296105	-7.256634713	3.08152	0.0790372	0	0.67	0.451	0.889	1.0	0	26.657	24.3941	22.9075	21.5661	-99.0	21.0945
W1m0m0_41151	34.04751106	-7.25610631	5.01278	0.0666064	0	1.44	1.12	1.76	1.091	0	99.0	25.1386	24.3684	22.3922	-99.0	21.705
W1m0m0_41252	34.18458634	-7.255335856	3.20381	0.0278312	0	0.45	0.26	0.64	1.273	0	25.4294	23.8731	22.5376	21.9185	-99.0	21.5247
W1m0m0_41260	34.38313832	-7.255616821	5.8754	0.0194955	0	0.48	0.286	0.674	1.182	0	24.9976	23.4654	22.0448	21.3387	-99.0	20.9267
W1m0m0_41268	34.94543341	-7.25621781	2.90974	0.0474942	0	0.42	0.234	0.606	1.0	0	25.1835	22.9953	21.5122	20.7308	-99.0	20.3992
W1m0m0_41312	34.30613495	-7.256684697	5.70213	0.0173562	0	0.55	0.346	0.754	1.0	0	99.0	23.9673	22.7513	21.6005	-99.0	21.2127
W1m0m0_41349	34.36766894	-7.255475317	4.76506	0.0209543	0	0.54	0.338	0.742	1.364	0	25.2593	23.9859	22.635	21.8325	-99.0	21.4831
W1m0m0_41400	34.12220273	-7.254491108	3.29396	0.0251094	0	0.51	0.312	0.708	1.0	0	99.0	24.756	23.1354	22.3267	-99.0	21.8224
W1m0m0_41444	34.94065906	-7.253674713	2.48272	0.159749	0	0.37	0.19	0.55	1.091	0	25.5728	23.9763	22.4496	21.948	-99.0	21.6969
W1m0m0_41456	34.41112266	-7.253743913	3.09444	0.0301395	0	0.62	0.407	0.833	1.0	0	27.2191	24.6477	23.3752	22.1354	-99.0	21.5652
W1m0m0_41547	34.25712577	-7.253054087	3.59725	0.029644	0	0.59	0.381	0.799	1.273	0	25.325	23.9782	22.6399	21.6363	-99.0	21.363
W1m0m0_41554	34.91942003	-7.252908516	2.95718	0.058725	0	0.56	0.355	0.765	1.273	0	26.1375	24.6179	23.3518	22.4932	-99.0	21.9924
W1m0m0_41587	34.86874143	-7.252861694	2.5173	0.159796	0	0.82	0.581	1.059	1.364	0	25.2937	24.6511	23.1824	22.024	-99.0	21.5877
W1m0m0_41739	34.72724256	-7.253678855	4.01236	0.0291032	0	0.44	0.251	0.629	1.0	0	24.6937	22.3282	20.8315	20.1129	-99.0	19.7906
W1m0m0_41744	34.95321131	-7.253493152	3.59978	0.0299224	0	0.5	0.303	0.697	1.0	0	25.1363	22.4109	20.8701	20.1007	-99.0	19.654
W1m0m0_41777	34.67555616	-7.253368867	4.34872	0.0288836	0	0.63	0.416	0.844	1.364	0	23.9899	22.7991	21.4762	20.477	-99.0	20.1156
W1m0m0_41778	34.07184112	-7.251813237	3.8217	0.0288731	0	0.79	0.555	1.025	1.091	0	26.0613	24.4171	22.9685	21.8048	-99.0	20.9304
W1m0m0_41804	34.3604373	-7.251521258	2.64489	0.0458297	0	0.52	0.32	0.72	1.0	0	26.7814	24.2709	22.7592	21.7267	-99.0	21.3672
W1m0m0_41827	34.69819875	-7.25138777	3.69967	0.0249612	0	0.51	0.312	0.708	1.182	0	26.0851	24.0797	23.0346	22.2258	-99.0	21.6493
W1m0m0_41846	34.12730465	-7.250910404	2.82428	0.055211	0	0.42	0.234	0.606	1.182	0	25.812	24.321	22.8202	22.1554	-99.0	21.9846
W1m0m0_41926	34.73222896	-7.250332187	2.60578	0.113369	0	0.54	0.338	0.742	1.0	0	27.0162	24.5749	23.1	21.9969	-99.0	21.631
W1m0m0_41977	34.30418525	-7.250585747	3.64339	0.0366264	0	0.59	0.381	0.799	1.182	0	25.8209	23.9177	22.8603	21.679	-99.0	21.405
W1m0m0_42021	34.60882363	-7.249728278	2.53423	0.124099	0	0.18	0.025	0.335	1.091	0	25.4969	23.9219	22.9604	22.4932	-99.0	22.4688
W1m0m0_42036	34.03136995	-7.249582209	3.08854	0.029467	0	0.61	0.399	0.821	1.182	0	25.806	24.3389	22.6414	21.7868	-99.0	21.3018
W1m0m0_42096	34.86159406	-7.248915008	3.48118	0.0313383	0	1.02	0.755	1.285	1.091	0	26.3198	25.8107	23.6524	22.3929	-99.0	21.5561
W1m0m0_42101	34.59552975	-7.249872287	3.51909	0.0285008	0	0.59	0.381	0.799	1.182	0	25.4089	23.8891	22.3903	21.4612	-99.0	20.9839
W1m0m0_42167	34.85361158	-7.251310044	4.74797	0.0286429	0	0.52	0.32	0.72	1.455	0	23.2859	22.1252	20.7593	20.065	-99.0	19.6906
W1m0m0_42172	34.9637796	-7.248378948	2.82717	0.0290643	0	0.54	0.338	0.742	1.091	0	26.7309	24.7259	23.2683	22.347	-99.0	21.8813
W1m0m0_42180	34.21841519	-7.248380446	3.50381	0.0303538	0	0.68	0.459	0.901	1.0	0	99.0	24.833	23.2972	22.0302	-99.0	21.4434
W1m0m0_42196	34.83675226	-7.248750654	3.08874	0.0324743	0	0.76	0.529	0.991	1.182	0	25.8006	24.6373	23.2249	21.9693	-99.0	21.4448
W1m0m0_42232	34.93498223	-7.248045552	2.62412	0.0971102	0	0.89	0.642	1.25	1.182	0	26.1035	25.3418	23.6543	22.213	-99.0	21.6643
W1m0m0_42242	34.9188336	-7.248508817	3.00402	0.0425814	0	0.67	0.451	0.889	1.364	0	24.7421	23.7035	22.3292	21.3156	-99.0	20.9341
W1m0m0_42265	34.06813592	-7.248671372	3.12144	0.107725	0	0.7	0.477	0.923	1.0	0	26.6746	24.1286	22.552	21.2751	-99.0	20.6199
W1m0m0_42281	34.6146742	-7.248926704	3.1733	0.0338913	0	0.58	0.373	0.787	1.091	0	25.5124	23.5148	21.9389	20.9077	-99.0	20.5336
W1m0m0_42297	34.24413579	-7.247594456	2.74026	0.0553731	0	0.68	0.459	0.901	1.0	0	26.9948	24.5383	23.2045	21.8267	-99.0	21.2305
W1m0m0_42357	34.0331876	-7.247017744	2.6122	0.318195	0	0.57	0.364	0.776	1.273	0	26.1543	24.775	23.4611	22.4869	-99.0	22.2308
W1m0m0_42431	34.14782587	-7.246592408	2.63784	0.0894647	0	0.45	0.26	0.64	1.0	0	99.0	24.5334	23.0382	22.3936	-99.0	21.9921
W1m0m0_42444	34.4834964	-7.246760219	2.96274	0.0481459	0	0.5	0.303	0.697	1.0	0	99.0	24.188	22.8712	21.9184	-99.0	21.5715
W1m0m0_42555	34.09897737	-7.245483814	3.2439	0.0292794	0	0.54	0.338	0.742	1.455	0	25.118	23.965	22.5788	21.8819	-99.0	21.4352
W1m0m0_42578	34.63642045	-7.245868036	3.92889	0.0285858	0	0.32	0.147	0.54	1.364	0	23.8987	22.474	21.4765	20.8699	-99.0	20.4801
W1m0m0_42645	34.94853789	-7.245642467	3.43954	0.0335999	0	0.66	0.442	0.878	1.0	0	26.232	23.9258	22.3978	21.099	-99.0	20.6234
W1m0m0_42773	34.34226716	-7.244537298	4.17621	0.0284581	0	0.62	0.407	0.833	1.455	0	24.2482	23.3324	21.8469	21.0799	-99.0	20.6847
W1m0m0_42786	34.77017018	-7.243864743	3.64303	0.0744684	0	0.7	0.477	0.923	1.091	0	26.1266	24.5058	23.0838	21.7902	-99.0	21.3406
W1m0m0_42790	34.37208873	-7.243723027	2.33335	0.478224	0	0.57	0.364	0.776	1.182	0	26.3003	24.8468	23.349	22.4458	-99.0	22.0641
W1m0m0_42881	34.46995321	-7.24302392	2.18898	0.969679	0	0.58	0.373	0.787	1.0	0	27.4436	24.5891	23.0607	21.8915	-99.0	21.5712
W1m0m0_42910	34.36881384	-7.242872464	2.7603	0.254639	0	0.65	0.433	0.867	1.364	0	25.4747	24.3773	23.0793	22.0981	-99.0	21.7109
W1m0m0_43049	34.36378868	-7.242940297	3.80636	0.0296196	0	0.57	0.364	0.776	1.273	0	24.3915	23.1199	21.6351	20.7713	-99.0	20.4274
W1m0m0_43067	34.73291889	-7.242623672	3.37173	0.0307225	0	0.3	0.129	0.471	1.091	0	23.5616	21.9811	20.7405	20.201	-99.0	19.9147
W1m0m0_43076	34.4119206	-7.241696972	2.45499	0.833381	0	0.33	0.155	0.505	1.0	0	25.4081	23.4548	22.1361	21.5089	-99.0	21.2813
W1m0m0_43081	34.78297315	-7.241956255	2.69286	0.126138	0	0.36	0.181	0.539	1.0	0	24.8587	22.8247	21.4323	20.7951	-99.0	20.4561
W1m0m0_43098	34.09743789	-7.241149452	3.20758	0.223849	0	0.91	0.659	1.161	1.182	0	25.7666	25.0247	23.4107	22.1716	-99.0	21.5172
W1m0m0_43212	34.16794556	-7.240938044	3.82316	0.028549	0	0.67	0.451	0.889	1.273	0	24.8481	23.6316	22.2072	21.1359	-99.0	20.7173
W1m0m0_43233	34.90268348	-7.24066868	3.15409	0.0330929	0	0.7	0.477	0.923	1.273	0	25.5207	24.4359	23.0389	21.9914	-99.0	21.5063
W1m0m0_43239	34.54879742	-7.240511073	3.12791	0.045731	0	0.69	0.468	0.912	1.0	0	99.0	24.5435	22.9986	21.6375	-99.0	21.097
W1m0m0_43240	34.36845031	-7.240290172	2.85247	0.306292	0	0.55	0.346	0.754	1.0	0	99.0	25.0195	23.5892	22.4627	-99.0	22.2075
W1m0m0_43315	34.37839586	-7.24038854	3.57498	0.0297357	0	1.01	0.746	1.274	1.091	0	25.721	25.015	23.1561	21.8533	-99.0	21.0166
W1m0m0_43379	34.10284468	-7.240706389	3.73861	0.0288971	0	0.44	0.251	0.629	1.091	0	24.6627	22.9047	21.3101	20.6412	-99.0	20.2251
W1m0m0_43533	34.36916111	-7.23806625	2.63693	0.266913	0	0.54	0.338	0.742	1.273	0	25.322	23.9087	22.6104	21.7379	-99.0	21.43
W1m0m0_43545	34.0996026	-7.237732648	2.95919	0.0318368	0	0.77	0.538	1.002	1.0	0	99.0	25.6307	23.8423	22.3565	-99.0	21.7179
W1m0m0_43668	34.87677528	-7.236831522	2.84621	0.0329153	0	0.35	0.173	0.527	1.273	0	24.6455	23.2004	22.0121	21.4636	-99.0	21.1158
W1m0m0_43748	34.71505853	-7.236560762	3.27479	0.0334561	0	0.74	0.512	0.968	1.273	0	25.457	24.3402	23.0035	21.6585	-99.0	21.2777
W1m0m0_43770	34.71781522	-7.236199462	2.72289	0.164603	0	0.66	0.442	0.878	1.091	0	25.9402	24.1196	22.575	21.4056	-99.0	20.969
W1m0m0_43818	34.7415517	-7.236318484	3.01346	0.130756	0	0.67	0.451	0.889	1.091	0	26.062	24.1787	22.6081	21.432	-99.0	20.9562
W1m0m0_43946	34.96252525	-7.235390095	3.6226	0.0264493	0	0.88	0.633	1.29	1.455	0	24.9488	24.2419	23.2065	21.9521	-99.0	21.3317
W1m0m0_44057	34.3730302	-7.235352054	3.18729	0.0417204	0	0.6	0.39	0.81	1.364	0	24.558	23.3654	22.0088	21.101	-99.0	20.7457
W1m0m0_44143	34.23565092	-7.233575156	3.7442	0.0169848	0	0.69	0.468	0.912	1.364	0	25.9255	24.4557	23.5426	22.4095	-99.0	21.9667
W1m0m0_44179	34.08561524	-7.234383731	3.07273	0.0338599	0	0.52	0.32	0.72	1.091	0	25.4327	23.2794	21.8789	20.9663	-99.0	20.6235
W1m0m0_44203	34.36233303	-7.233758323	2.87059	0.046696	0	0.54	0.338	0.742	1.0	0	27.3626	23.9171	22.4124	21.4861	-99.0	21.1123
W1m0m0_44329	34.57726643	-7.233126998	3.27454	0.0321808	0	0.65	0.433	0.867	1.091	0	25.8893	23.8059	22.3595	21.0396	-99.0	20.6661
W1m0m0_44371	34.59631311	-7.232706513	4.07829	0.0212729	0	0.13	0.0	0.29	1.273	0	24.4858	22.98	22.2967	21.94	-99.0	21.6611
W1m0m0_44465	34.66000896	-7.23145585	2.4511	0.668604	0	0.83	0.59	1.07	1.091	0	26.4748	25.4629	23.5147	22.1414	-99.0	21.693
